Council	Year	Category	Breed	total	female	male	desexed	chipped	menacing	dangerous	probationary	disqualified	registered	infringements	prosecutions	destruction	injuries	paid_any_yr	paid_this_yr
Mackenzie District	2015	DOG	Terrier, Staffordshire Bull	13	6	7	11	5	0	0	0	0	0	0	0	0	0	0	0
Mackenzie District	2015	DOG	Terrier, West Highland White	3	1	2	3	1	0	0	0	0	0	0	0	0	0	0	0
Mackenzie District	2015	DOG	_Unidentified_	139	65	74	63	64	0	0	0	0	0	0	0	0	0	0	0
Mackenzie District	2015	OWN	_	0	0	0	0	0	0	0	0	0	733	7	0	0	0	0	0
Mackenzie District	2015	JST	_	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mackenzie District	2015	ACC	_	0	0	0	0	0	0	0	0	0	0	0	0	0	27	3649	3743
Mackenzie District	2016	DOG	_ALL-PURE_	1487	721	766	316	279	2	2	0	0	0	0	0	0	0	0	0
Mackenzie District	2016	DOG	_ALL-CROSS_	178	91	87	76	78	0	0	0	0	0	0	0	0	0	0	0
Mackenzie District	2016	DOG	_ALL-DOGS_	1665	812	853	392	357	2	2	0	0	0	0	0	0	0	0	0
Mackenzie District	2016	DOG	Beagle	6	4	2	2	5	0	0	0	0	0	0	0	0	0	0	0
Mackenzie District	2016	DOG	Bichon Frise	19	9	10	14	10	0	0	0	0	0	0	0	0	0	0	0
Mackenzie District	2016	DOG	Boxer	7	2	5	5	3	0	0	0	0	0	0	0	0	0	0	0
Mackenzie District	2016	DOG	Cattle, Australian	6	1	5	1	1	0	0	0	0	0	0	0	0	0	0	0
Mackenzie District	2016	DOG	Chihuahua, Long Coat	2	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Mackenzie District	2016	DOG	Chihuahua, Smooth Coat	2	2	0	1	1	0	0	0	0	0	0	0	0	0	0	0
Mackenzie District	2016	DOG	Collie, Bearded	29	13	16	5	3	0	0	0	0	0	0	0	0	0	0	0
Mackenzie District	2016	DOG	Collie, Border	522	266	256	23	15	0	0	0	0	0	0	0	0	0	0	0
Mackenzie District	2016	DOG	Collie, Rough	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mackenzie District	2016	DOG	Collie, Smooth	4	2	2	1	0	0	0	0	0	0	0	0	0	0	0	0
Mackenzie District	2016	DOG	Greyhound	2	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0
Mackenzie District	2016	DOG	Heading	141	58	83	3	0	0	0	0	0	0	0	0	0	0	0	0
Mackenzie District	2016	DOG	Huntaway	253	109	144	10	6	0	0	0	0	0	0	0	0	0	0	0
Mackenzie District	2016	DOG	Maltese	5	2	3	4	5	0	0	0	0	0	0	0	0	0	0	0
Mackenzie District	2016	DOG	Poodle, Miniature	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
Mackenzie District	2016	DOG	Poodle, Toy	3	1	2	3	0	0	0	0	0	0	0	0	0	0	0	0
Mackenzie District	2016	DOG	Retriever, Golden	31	12	19	12	17	0	0	0	0	0	0	0	0	0	0	0
Mackenzie District	2016	DOG	Retriever, Labrador	97	55	42	45	42	0	1	0	0	0	0	0	0	0	0	0
Mackenzie District	2016	DOG	Rottweiler	4	2	2	2	2	0	0	0	0	0	0	0	0	0	0	0
Mackenzie District	2016	DOG	Schnauzer, Miniature	3	0	3	1	2	0	0	0	0	0	0	0	0	0	0	0
Mackenzie District	2016	DOG	Shepherd, German	13	5	8	9	5	0	0	0	0	0	0	0	0	0	0	0
Mackenzie District	2016	DOG	Shih Tzu	6	3	3	5	3	0	0	0	0	0	0	0	0	0	0	0
Mackenzie District	2016	DOG	Spaniel, Cavalier King Charles	2	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0
Mackenzie District	2016	DOG	Spaniel, Cocker	13	8	5	5	5	0	0	0	0	0	0	0	0	0	0	0
Mackenzie District	2016	DOG	Spaniel, English Springer	18	10	8	10	8	0	0	0	0	0	0	0	0	0	0	0
Mackenzie District	2016	DOG	Terrier, American Pit Bull	2	1	1	2	2	2	0	0	0	0	0	0	0	0	0	0
Mackenzie District	2016	DOG	Terrier, Fox (Smooth)	30	18	12	12	7	0	0	0	0	0	0	0	0	0	0	0
Mackenzie District	2016	DOG	Terrier, Jack Russell	96	48	48	54	45	0	0	0	0	0	0	0	0	0	0	0
Mackenzie District	2016	DOG	Terrier, Staffordshire Bull	14	8	6	9	7	0	0	0	0	0	0	0	0	0	0	0
Mackenzie District	2016	DOG	Terrier, West Highland White	5	2	3	4	3	0	0	0	0	0	0	0	0	0	0	0
Mackenzie District	2016	DOG	_Unidentified_	151	76	75	70	81	0	1	0	0	0	0	0	0	0	0	0
Mackenzie District	2016	OWN	_	0	0	0	0	0	0	0	0	0	730	5	0	0	0	0	0
Manawatu District	2001	ACC	_	0	0	0	0	0	0	0	0	0	0	0	0	0	3	5029	0
Manawatu District	2002	ACC	_	0	0	0	0	0	0	0	0	0	0	0	0	0	10	3886	0
Manawatu District	2003	ACC	_	0	0	0	0	0	0	0	0	0	0	0	0	0	9	561	0
Manawatu District	2004	ACC	_	0	0	0	0	0	0	0	0	0	0	0	0	0	34	5271	0
Manawatu District	2005	ACC	_	0	0	0	0	0	0	0	0	0	0	0	0	0	45	10444	0
Manawatu District	2006	ACC	_	0	0	0	0	0	0	0	0	0	0	0	0	0	63	8614	9680
Manawatu District	2007	ACC	_	0	0	0	0	0	0	0	0	0	0	0	0	0	42	19691	4938
Manawatu District	2008	ACC	_	0	0	0	0	0	0	0	0	0	0	0	0	0	70	99567	47493
Manawatu District	2009	ACC	_	0	0	0	0	0	0	0	0	0	0	0	0	0	61	20162	75764
Manawatu District	2010	ACC	_	0	0	0	0	0	0	0	0	0	0	0	0	0	67	44709	40457
Manawatu District	2011	ACC	_	0	0	0	0	0	0	0	0	0	0	0	0	0	66	15256	33578
Manawatu District	2012	JST	_	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Manawatu District	2012	ACC	_	0	0	0	0	0	0	0	0	0	0	0	0	0	58	13075	13682
Manawatu District	2013	DOG	_ALL-PURE_	4856	2521	2335	1743	1999	46	2	0	0	0	0	0	0	0	0	0
Manawatu District	2013	DOG	_ALL-CROSS_	1558	819	739	986	933	56	1	0	0	0	0	0	0	0	0	0
Manawatu District	2013	DOG	_ALL-DOGS_	6414	3340	3074	2729	2932	102	3	0	0	0	0	0	0	0	0	0
Manawatu District	2013	DOG	Beagle	41	15	26	30	27	0	0	0	0	0	0	0	0	0	0	0
Manawatu District	2013	DOG	Bichon Frise	76	42	34	51	53	0	0	0	0	0	0	0	0	0	0	0
Manawatu District	2013	DOG	Boxer	51	26	25	37	41	0	0	0	0	0	0	0	0	0	0	0
Manawatu District	2013	DOG	Cattle, Australian	63	27	36	8	8	0	0	0	0	0	0	0	0	0	0	0
Manawatu District	2013	DOG	Chihuahua, Long Coat	13	6	7	10	10	0	0	0	0	0	0	0	0	0	0	0
Manawatu District	2013	DOG	Chihuahua, Smooth Coat	28	16	12	17	15	0	0	0	0	0	0	0	0	0	0	0
Manawatu District	2013	DOG	Collie, Bearded	48	28	20	15	14	0	0	0	0	0	0	0	0	0	0	0
Manawatu District	2013	DOG	Collie, Border	519	266	253	69	65	1	0	0	0	0	0	0	0	0	0	0
Manawatu District	2013	DOG	Collie, Rough	26	10	16	4	8	0	0	0	0	0	0	0	0	0	0	0
Manawatu District	2013	DOG	Collie, Smooth	3	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Manawatu District	2013	DOG	Greyhound	116	69	47	22	43	0	0	0	0	0	0	0	0	0	0	0
Manawatu District	2013	DOG	Heading	372	213	159	15	26	0	0	0	0	0	0	0	0	0	0	0
Manawatu District	2013	DOG	Huntaway	735	369	366	43	41	0	0	0	0	0	0	0	0	0	0	0
Manawatu District	2013	DOG	Maltese	22	14	8	12	17	0	0	0	0	0	0	0	0	0	0	0
Manawatu District	2013	DOG	Poodle, Miniature	29	19	10	18	15	0	0	0	0	0	0	0	0	0	0	0
Manawatu District	2013	DOG	Poodle, Toy	31	19	12	14	27	0	0	0	0	0	0	0	0	0	0	0
Manawatu District	2013	DOG	Retriever, Golden	58	24	34	33	30	0	0	0	0	0	0	0	0	0	0	0
Manawatu District	2013	DOG	Retriever, Labrador	649	342	307	341	357	4	0	0	0	0	0	0	0	0	0	0
Manawatu District	2013	DOG	Rottweiler	83	36	47	36	68	3	0	0	0	0	0	0	0	0	0	0
Manawatu District	2013	DOG	Schnauzer, Miniature	19	11	8	15	15	0	0	0	0	0	0	0	0	0	0	0
Manawatu District	2013	DOG	Shepherd, German	152	65	87	63	75	1	0	0	0	0	0	0	0	0	0	0
Manawatu District	2013	DOG	Shih Tzu	30	13	17	16	25	0	0	0	0	0	0	0	0	0	0	0
Manawatu District	2013	DOG	Spaniel, Cavalier King Charles	54	35	19	30	41	0	0	0	0	0	0	0	0	0	0	0
Manawatu District	2013	DOG	Spaniel, Cocker	36	15	21	22	19	0	0	0	0	0	0	0	0	0	0	0
Manawatu District	2013	DOG	Spaniel, English Springer	27	14	13	12	11	0	0	0	0	0	0	0	0	0	0	0
Manawatu District	2013	DOG	Terrier, American Pit Bull	29	13	16	19	25	28	0	0	0	0	0	0	0	0	0	0
Manawatu District	2013	DOG	Terrier, Fox (Smooth)	328	183	145	198	146	1	1	0	0	0	0	0	0	0	0	0
Manawatu District	2013	DOG	Terrier, Jack Russell	209	99	110	130	124	0	0	0	0	0	0	0	0	0	0	0
Manawatu District	2013	DOG	Terrier, Staffordshire Bull	62	35	27	41	39	1	0	0	0	0	0	0	0	0	0	0
Manawatu District	2013	DOG	Terrier, West Highland White	32	21	11	16	24	0	0	0	0	0	0	0	0	0	0	0
Manawatu District	2013	DOG	_Unidentified_	915	474	441	406	590	7	1	0	0	0	0	0	0	0	0	0
Manawatu District	2013	OWN	_	0	0	0	0	0	0	0	0	0	4118	21	0	0	0	0	0
Manawatu District	2013	JST	_	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Manawatu District	2013	ACC	_	0	0	0	0	0	0	0	0	0	0	0	0	0	83	10575	9397
Manawatu District	2014	DOG	_ALL-PURE_	4465	2392	2073	1649	2252	53	2	0	0	0	0	0	0	0	0	0
Manawatu District	2014	DOG	_ALL-CROSS_	1536	804	732	981	1054	59	1	0	0	0	0	0	0	0	0	0
Manawatu District	2014	DOG	_ALL-DOGS_	6001	3196	2805	2630	3306	112	3	0	0	0	0	0	0	0	0	0
Manawatu District	2014	DOG	Beagle	38	15	23	29	25	0	0	0	0	0	0	0	0	0	0	0
Manawatu District	2014	DOG	Bichon Frise	69	39	30	44	49	0	0	0	0	0	0	0	0	0	0	0
Manawatu District	2014	DOG	Boxer	47	26	21	32	40	1	0	0	0	0	0	0	0	0	0	0
Manawatu District	2014	DOG	Cattle, Australian	57	25	32	10	9	0	0	0	0	0	0	0	0	0	0	0
Manawatu District	2014	DOG	Chihuahua, Long Coat	18	9	9	14	13	0	0	0	0	0	0	0	0	0	0	0
Manawatu District	2014	DOG	Chihuahua, Smooth Coat	22	10	12	15	9	0	0	0	0	0	0	0	0	0	0	0
Manawatu District	2014	DOG	Collie, Bearded	42	27	15	10	12	0	0	0	0	0	0	0	0	0	0	0
Manawatu District	2014	DOG	Collie, Border	425	227	198	75	79	1	0	0	0	0	0	0	0	0	0	0
Manawatu District	2014	DOG	Collie, Rough	23	9	14	6	11	0	0	0	0	0	0	0	0	0	0	0
Manawatu District	2014	DOG	Collie, Smooth	4	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Manawatu District	2014	DOG	Greyhound	177	95	82	21	168	0	0	0	0	0	0	0	0	0	0	0
Manawatu District	2014	DOG	Heading	339	198	141	17	25	0	0	0	0	0	0	0	0	0	0	0
Manawatu District	2014	DOG	Huntaway	619	317	302	39	46	0	0	0	0	0	0	0	0	0	0	0
Manawatu District	2014	DOG	Maltese	19	12	7	10	16	0	0	0	0	0	0	0	0	0	0	0
Manawatu District	2014	DOG	Poodle, Miniature	30	18	12	18	19	0	0	0	0	0	0	0	0	0	0	0
Manawatu District	2014	DOG	Poodle, Toy	32	16	16	15	28	0	0	0	0	0	0	0	0	0	0	0
Manawatu District	2014	DOG	Retriever, Golden	60	30	30	35	41	0	0	0	0	0	0	0	0	0	0	0
Manawatu District	2014	DOG	Retriever, Labrador	583	320	263	308	369	5	0	0	0	0	0	0	0	0	0	0
Manawatu District	2014	DOG	Rottweiler	83	41	42	36	70	8	0	0	0	0	0	0	0	0	0	0
Manawatu District	2014	DOG	Schnauzer, Miniature	26	13	13	15	23	0	0	0	0	0	0	0	0	0	0	0
Manawatu District	2014	DOG	Shepherd, German	139	68	71	63	82	0	0	0	0	0	0	0	0	0	0	0
Manawatu District	2014	DOG	Shih Tzu	36	19	17	19	31	0	0	0	0	0	0	0	0	0	0	0
Manawatu District	2014	DOG	Spaniel, Cavalier King Charles	58	37	21	30	46	0	0	0	0	0	0	0	0	0	0	0
Manawatu District	2014	DOG	Spaniel, Cocker	39	18	21	22	26	0	0	0	0	0	0	0	0	0	0	0
Manawatu District	2014	DOG	Spaniel, English Springer	23	13	10	8	12	0	0	0	0	0	0	0	0	0	0	0
Manawatu District	2014	DOG	Terrier, American Pit Bull	28	14	14	19	24	27	1	0	0	0	0	0	0	0	0	0
Manawatu District	2014	DOG	Terrier, Fox (Smooth)	280	156	124	173	150	0	0	0	0	0	0	0	0	0	0	0
Manawatu District	2014	DOG	Terrier, Jack Russell	179	87	92	109	115	0	0	0	0	0	0	0	0	0	0	0
Manawatu District	2014	DOG	Terrier, Staffordshire Bull	50	29	21	34	38	2	0	0	0	0	0	0	0	0	0	0
Manawatu District	2014	DOG	Terrier, West Highland White	32	20	12	16	28	0	0	0	0	0	0	0	0	0	0	0
Manawatu District	2014	DOG	_Unidentified_	888	481	407	407	648	9	1	0	0	0	0	0	0	0	0	0
Manawatu District	2014	OWN	_	0	0	0	0	0	0	0	0	0	3969	25	0	0	0	0	0
Manawatu District	2014	JST	_	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Manawatu District	2014	ACC	_	0	0	0	0	0	0	0	0	0	0	0	0	0	75	9529	11845
Manawatu District	2015	DOG	_ALL-PURE_	4775	2544	2231	1766	2530	48	3	0	0	0	0	0	0	0	0	0
Manawatu District	2015	DOG	_ALL-CROSS_	1720	892	828	1127	1252	53	1	0	0	0	0	0	0	0	0	0
Manawatu District	2015	DOG	_ALL-DOGS_	6495	3436	3059	2893	3782	101	4	0	0	0	0	0	0	0	0	0
Manawatu District	2015	DOG	Beagle	35	13	22	29	23	0	0	0	0	0	0	0	0	0	0	0
Manawatu District	2015	DOG	Bichon Frise	80	44	36	50	61	0	0	0	0	0	0	0	0	0	0	0
Manawatu District	2015	DOG	Boxer	40	22	18	33	36	1	0	0	0	0	0	0	0	0	0	0
Manawatu District	2015	DOG	Cattle, Australian	55	24	31	11	10	0	0	0	0	0	0	0	0	0	0	0
Manawatu District	2015	DOG	Chihuahua, Long Coat	21	9	12	17	15	0	0	0	0	0	0	0	0	0	0	0
Manawatu District	2015	DOG	Chihuahua, Smooth Coat	28	16	12	20	18	0	0	0	0	0	0	0	0	0	0	0
Manawatu District	2015	DOG	Collie, Bearded	46	27	19	12	13	0	0	0	0	0	0	0	0	0	0	0
Manawatu District	2015	DOG	Collie, Border	419	224	195	80	91	0	0	0	0	0	0	0	0	0	0	0
Manawatu District	2015	DOG	Collie, Rough	24	10	14	8	16	0	0	0	0	0	0	0	0	0	0	0
Manawatu District	2015	DOG	Collie, Smooth	3	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Manawatu District	2015	DOG	Greyhound	257	133	124	30	245	1	0	0	0	0	0	0	0	0	0	0
Manawatu District	2015	DOG	Heading	420	244	176	17	29	0	0	0	0	0	0	0	0	0	0	0
Manawatu District	2015	DOG	Huntaway	706	357	349	44	46	0	0	0	0	0	0	0	0	0	0	0
Manawatu District	2015	DOG	Maltese	16	7	9	10	14	0	0	0	0	0	0	0	0	0	0	0
Manawatu District	2015	DOG	Poodle, Miniature	27	16	11	17	18	0	0	0	0	0	0	0	0	0	0	0
Manawatu District	2015	DOG	Poodle, Toy	28	17	11	13	25	0	0	0	0	0	0	0	0	0	0	0
Manawatu District	2015	DOG	Retriever, Golden	67	28	39	37	49	0	0	0	0	0	0	0	0	0	0	0
Manawatu District	2015	DOG	Retriever, Labrador	626	341	285	335	421	3	0	0	0	0	0	0	0	0	0	0
Manawatu District	2015	DOG	Rottweiler	83	42	41	39	72	5	0	0	0	0	0	0	0	0	0	0
Manawatu District	2015	DOG	Schnauzer, Miniature	30	14	16	16	27	0	0	0	0	0	0	0	0	0	0	0
Manawatu District	2015	DOG	Shepherd, German	116	60	56	64	81	1	0	0	0	0	0	0	0	0	0	0
Manawatu District	2015	DOG	Shih Tzu	37	18	19	22	32	0	0	0	0	0	0	0	0	0	0	0
Manawatu District	2015	DOG	Spaniel, Cavalier King Charles	60	37	23	31	49	0	0	0	0	0	0	0	0	0	0	0
Manawatu District	2015	DOG	Spaniel, Cocker	42	20	22	22	32	0	0	0	0	0	0	0	0	0	0	0
Manawatu District	2015	DOG	Spaniel, English Springer	29	12	17	10	17	0	0	0	0	0	0	0	0	0	0	0
Manawatu District	2015	DOG	Terrier, American Pit Bull	25	11	14	16	23	22	1	0	0	0	0	0	0	0	0	0
Manawatu District	2015	DOG	Terrier, Fox (Smooth)	287	164	123	184	163	0	0	0	0	0	0	0	0	0	0	0
Manawatu District	2015	DOG	Terrier, Jack Russell	197	103	94	119	135	0	0	0	0	0	0	0	0	0	0	0
Manawatu District	2015	DOG	Terrier, Staffordshire Bull	62	36	26	39	52	1	0	0	0	0	0	0	0	0	0	0
Manawatu District	2015	DOG	Terrier, West Highland White	34	21	13	21	31	0	0	0	0	0	0	0	0	0	0	0
Manawatu District	2015	DOG	_Unidentified_	875	472	403	420	686	14	2	0	0	0	0	0	0	0	0	0
Manawatu District	2015	OWN	_	0	0	0	0	0	0	0	0	0	4319	36	0	0	0	0	0
Manawatu District	2015	JST	_	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Manawatu District	2015	ACC	_	0	0	0	0	0	0	0	0	0	0	0	0	0	84	24965	25497
Manawatu District	2016	DOG	_ALL-PURE_	4845	2579	2266	1846	2782	52	2	0	0	0	0	0	0	0	0	0
Manawatu District	2016	DOG	_ALL-CROSS_	1773	915	858	1206	1369	54	2	0	0	0	0	0	0	0	0	0
Manawatu District	2016	DOG	_ALL-DOGS_	6618	3494	3124	3052	4151	106	4	0	0	0	0	0	0	0	0	0
Manawatu District	2016	DOG	Beagle	35	15	20	25	25	0	0	0	0	0	0	0	0	0	0	0
Manawatu District	2016	DOG	Bichon Frise	81	45	36	51	66	0	0	0	0	0	0	0	0	0	0	0
Manawatu District	2016	DOG	Boxer	44	23	21	35	39	1	0	0	0	0	0	0	0	0	0	0
Manawatu District	2016	DOG	Cattle, Australian	46	25	21	10	13	0	0	0	0	0	0	0	0	0	0	0
Manawatu District	2016	DOG	Chihuahua, Long Coat	22	12	10	15	19	0	0	0	0	0	0	0	0	0	0	0
Manawatu District	2016	DOG	Chihuahua, Smooth Coat	28	15	13	19	19	0	0	0	0	0	0	0	0	0	0	0
Manawatu District	2016	DOG	Collie, Bearded	48	28	20	17	14	0	0	0	0	0	0	0	0	0	0	0
Manawatu District	2016	DOG	Collie, Border	393	203	190	83	99	0	0	0	0	0	0	0	0	0	0	0
Manawatu District	2016	DOG	Collie, Rough	17	6	11	5	11	0	0	0	0	0	0	0	0	0	0	0
Manawatu District	2016	DOG	Collie, Smooth	4	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0
Manawatu District	2016	DOG	Greyhound	280	154	126	35	271	0	0	0	0	0	0	0	0	0	0	0
Manawatu District	2016	DOG	Heading	425	253	172	19	35	0	0	0	0	0	0	0	0	0	0	0
Manawatu District	2016	DOG	Huntaway	699	351	348	41	50	0	0	0	0	0	0	0	0	0	0	0
Manawatu District	2016	DOG	Maltese	21	8	13	14	19	0	0	0	0	0	0	0	0	0	0	0
Manawatu District	2016	DOG	Poodle, Miniature	26	17	9	16	18	0	0	0	0	0	0	0	0	0	0	0
Manawatu District	2016	DOG	Poodle, Toy	32	22	10	13	27	0	0	0	0	0	0	0	0	0	0	0
Manawatu District	2016	DOG	Retriever, Golden	77	32	45	42	56	0	0	0	0	0	0	0	0	0	0	0
Manawatu District	2016	DOG	Retriever, Labrador	631	338	293	349	466	4	0	0	0	0	0	0	0	0	0	0
Manawatu District	2016	DOG	Rottweiler	88	45	43	39	77	4	0	0	0	0	0	0	0	0	0	0
Manawatu District	2016	DOG	Schnauzer, Miniature	34	16	18	19	29	0	0	0	0	0	0	0	0	0	0	0
Manawatu District	2016	DOG	Shepherd, German	109	54	55	62	81	2	0	0	0	0	0	0	0	0	0	0
Manawatu District	2016	DOG	Shih Tzu	34	13	21	26	31	0	0	0	0	0	0	0	0	0	0	0
Manawatu District	2016	DOG	Spaniel, Cavalier King Charles	64	41	23	28	57	0	0	0	0	0	0	0	0	0	0	0
Manawatu District	2016	DOG	Spaniel, Cocker	43	22	21	26	34	0	0	0	0	0	0	0	0	0	0	0
Manawatu District	2016	DOG	Spaniel, English Springer	27	11	16	11	20	0	0	0	0	0	0	0	0	0	0	0
Manawatu District	2016	DOG	Terrier, American Pit Bull	22	9	13	19	19	21	0	0	0	0	0	0	0	0	0	0
Manawatu District	2016	DOG	Terrier, Fox (Smooth)	273	151	122	174	174	0	0	0	0	0	0	0	0	0	0	0
Manawatu District	2016	DOG	Terrier, Jack Russell	193	97	96	116	139	2	0	0	0	0	0	0	0	0	0	0
Manawatu District	2016	DOG	Terrier, Staffordshire Bull	86	48	38	55	74	1	0	0	0	0	0	0	0	0	0	0
Manawatu District	2016	DOG	Terrier, West Highland White	34	22	12	21	31	0	0	0	0	0	0	0	0	0	0	0
Manawatu District	2016	DOG	_Unidentified_	929	501	428	461	769	17	2	0	0	0	0	0	0	0	0	0
Manawatu District	2016	OWN	_	0	0	0	0	0	0	0	0	0	4454	30	0	0	0	0	0
Manukau City	2001	ACC	_	0	0	0	0	0	0	0	0	0	0	0	0	0	43	18531	0
Manukau City	2002	ACC	_	0	0	0	0	0	0	0	0	0	0	0	0	0	56	10427	0
Manukau City	2003	ACC	_	0	0	0	0	0	0	0	0	0	0	0	0	0	62	9032	0
Manukau City	2004	ACC	_	0	0	0	0	0	0	0	0	0	0	0	0	0	376	52110	0
Manukau City	2005	ACC	_	0	0	0	0	0	0	0	0	0	0	0	0	0	360	72573	0
Manukau City	2006	ACC	_	0	0	0	0	0	0	0	0	0	0	0	0	0	320	54196	59479
Manukau City	2007	ACC	_	0	0	0	0	0	0	0	0	0	0	0	0	0	302	193729	114582
Manukau City	2008	ACC	_	0	0	0	0	0	0	0	0	0	0	0	0	0	338	82747	154300
Manukau City	2009	ACC	_	0	0	0	0	0	0	0	0	0	0	0	0	0	378	120588	129500
Manukau City	2010	ACC	_	0	0	0	0	0	0	0	0	0	0	0	0	0	444	90348	112740
Manukau City	2011	ACC	_	0	0	0	0	0	0	0	0	0	0	0	0	0	406	112853	100227
Manukau City	2012	ACC	_	0	0	0	0	0	0	0	0	0	0	0	0	0	358	104077	92240
Manukau City	2013	ACC	_	0	0	0	0	0	0	0	0	0	0	0	0	0	328	84906	89467
Manukau City	2014	ACC	_	0	0	0	0	0	0	0	0	0	0	0	0	0	317	96420	110111
Manukau City	2015	ACC	_	0	0	0	0	0	0	0	0	0	0	0	0	0	352	84382	116239
Marlborough District	2001	ACC	_	0	0	0	0	0	0	0	0	0	0	0	0	0	52	4904	0
Marlborough District	2002	ACC	_	0	0	0	0	0	0	0	0	0	0	0	0	0	43	8880	0
Marlborough District	2003	ACC	_	0	0	0	0	0	0	0	0	0	0	0	0	0	48	64760	0
Marlborough District	2004	ACC	_	0	0	0	0	0	0	0	0	0	0	0	0	0	76	16064	0
Marlborough District	2005	ACC	_	0	0	0	0	0	0	0	0	0	0	0	0	0	89	6897	0
Marlborough District	2006	ACC	_	0	0	0	0	0	0	0	0	0	0	0	0	0	74	12658	27171
Marlborough District	2007	ACC	_	0	0	0	0	0	0	0	0	0	0	0	0	0	78	24536	66296
Marlborough District	2008	ACC	_	0	0	0	0	0	0	0	0	0	0	0	0	0	110	28830	26830
Marlborough District	2009	ACC	_	0	0	0	0	0	0	0	0	0	0	0	0	0	103	7993	10683
Marlborough District	2010	ACC	_	0	0	0	0	0	0	0	0	0	0	0	0	0	117	12896	10411
Marlborough District	2011	ACC	_	0	0	0	0	0	0	0	0	0	0	0	0	0	109	27532	11943
Marlborough District	2012	JST	_	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Marlborough District	2012	ACC	_	0	0	0	0	0	0	0	0	0	0	0	0	0	130	43752	46620
Marlborough District	2013	DOG	_ALL-PURE_	6142	3127	3015	2577	3133	38	2	0	0	0	0	0	0	0	0	0
Marlborough District	2013	DOG	_ALL-CROSS_	3544	1797	1747	1684	2268	38	3	0	0	0	0	0	0	0	0	0
Marlborough District	2013	DOG	_ALL-DOGS_	9686	4924	4762	4261	5401	76	5	0	0	0	0	0	0	0	0	0
Marlborough District	2013	DOG	Beagle	29	21	8	20	25	0	0	0	0	0	0	0	0	0	0	0
Marlborough District	2013	DOG	Bichon Frise	183	89	94	134	139	0	0	0	0	0	0	0	0	0	0	0
Marlborough District	2013	DOG	Boxer	104	61	43	64	79	0	0	0	0	0	0	0	0	0	0	0
Marlborough District	2013	DOG	Cattle, Australian	58	25	33	18	31	0	0	0	0	0	0	0	0	0	0	0
Marlborough District	2013	DOG	Chihuahua, Long Coat	45	20	25	24	35	0	0	0	0	0	0	0	0	0	0	0
Marlborough District	2013	DOG	Chihuahua, Smooth Coat	16	11	5	9	11	0	0	0	0	0	0	0	0	0	0	0
Marlborough District	2013	DOG	Collie, Bearded	147	65	82	23	19	0	0	0	0	0	0	0	0	0	0	0
Marlborough District	2013	DOG	Collie, Border	368	199	169	142	169	3	0	0	0	0	0	0	0	0	0	0
Marlborough District	2013	DOG	Collie, Rough	14	6	8	7	6	0	0	0	0	0	0	0	0	0	0	0
Marlborough District	2013	DOG	Collie, Smooth	532	248	284	31	19	0	0	0	0	0	0	0	0	0	0	0
Marlborough District	2013	DOG	Greyhound	28	15	13	11	18	0	0	0	0	0	0	0	0	0	0	0
Marlborough District	2013	DOG	Heading	320	173	147	13	33	0	0	0	0	0	0	0	0	0	0	0
Marlborough District	2013	DOG	Huntaway	584	247	337	43	41	2	0	0	0	0	0	0	0	0	0	0
Marlborough District	2013	DOG	Maltese	43	25	18	21	35	0	0	0	0	0	0	0	0	0	0	0
Marlborough District	2013	DOG	Poodle, Miniature	39	19	20	32	28	0	0	0	0	0	0	0	0	0	0	0
Marlborough District	2013	DOG	Poodle, Toy	30	19	11	16	17	0	0	0	0	0	0	0	0	0	0	0
Marlborough District	2013	DOG	Retriever, Golden	129	67	62	83	89	0	0	0	0	0	0	0	0	0	0	0
Marlborough District	2013	DOG	Retriever, Labrador	668	353	315	349	443	1	0	0	0	0	0	0	0	0	0	0
Marlborough District	2013	DOG	Rottweiler	69	34	35	26	60	0	0	0	0	0	0	0	0	0	0	0
Marlborough District	2013	DOG	Schnauzer, Miniature	59	35	24	43	50	0	0	0	0	0	0	0	0	0	0	0
Marlborough District	2013	DOG	Shepherd, German	140	75	65	59	91	0	0	0	0	0	0	0	0	0	0	0
Marlborough District	2013	DOG	Shih Tzu	28	14	14	17	19	0	0	0	0	0	0	0	0	0	0	0
Marlborough District	2013	DOG	Spaniel, Cavalier King Charles	46	22	24	28	33	0	0	0	0	0	0	0	0	0	0	0
Marlborough District	2013	DOG	Spaniel, Cocker	85	42	43	53	68	0	0	0	0	0	0	0	0	0	0	0
